AIR TEMP,RELATIVE HUMIDITY,SOIL TEMP,WIND SPEED,WIND MAGNITUDE,WIND DIRECTION,WIND SD,RAD FLUX,PRECIP
42.2,100,46,14.9,14.1,357,19.2,0,0
41.9,99.6,45.7,12,11.5,354,16.4,0,0
41.6,99.3,45.5,14.8,14.1,353,16.8,0,0
41.5,97.6,45.3,15.3,15.1,341,9,0,0
41.3,97.6,45.1,18.3,18.1,339,7.5,9.9,0
41.3,98.6,44.9,18.3,18.1,333,7.6,29.8,0
41.3,99,44.9,19.9,19.7,332,7.3,66.1,0.01
41.3,97.5,45.1,23.1,22.9,328,7.4,131.7,0.01
38.4,96.1,45.3,25.2,25,324,8.5,140.2,0.01
37.5,97.8,45.4,25.2,25,330,7.3,353.5,0.02
37,98.1,45.8,25,24.8,325,7.4,299.5,0.02
37.6,97.4,46.1,26.8,26.5,326,7.6,298.3,0.02
38.7,96.1,46.3,28.4,28.2,336,7.9,300.7,0.01
42.9,87.1,46.4,22.4,22.1,336,9.3,350.4,0
44.8,82.1,46.9,18.4,18.3,324,7.5,190.1,0
44.4,80.8,46.7,12.3,12.1,309,10.9,39.1,0
42.2,82.6,46,9.7,9.6,287,9,0,0
40.6,82.4,45.1,7.8,7.5,271,16.8,0,0
39.3,86.8,44.3,8.8,8.4,268,17.7,0,0
38.1,86.5,43.6,7.1,6.8,268,18.1,0,0
36.4,87.1,42.9,6.8,6.5,267,17.6,0,0
35.6,87.2,42.2,6.4,6.1,263,17.6,0,0
35.9,84.1,41.6,7.4,7.1,276,15,0,0
38,76.5,41,9.8,9.6,282,11.1,0,0
35.3,82.2,40.6,7.6,7.3,258,17,0,0
35.1,81.6,40.1,6.2,5.9,255,17.5,0,0
34.1,84.3,39.7,8.3,7.9,256,17.8,0,0
36.2,81.2,39.2,6.4,6.1,264,17.8,37.3,0
42.8,70.9,39,13.1,12.9,289,9.4,209,0
49.2,64.5,39.5,13.3,13,285,11.1,387.6,0
54.1,55.9,41.5,15.8,15.5,291,11,545.8,0
59.5,44.4,44.5,14.1,13.7,292,13.9,664.8,0
63,31.8,47.9,10.9,10.2,289,19.8,742.2,0
64.3,27.4,51.2,9.6,8.2,290,30.3,770.6,0
65.4,24.7,54.1,8.1,6.8,300,32.4,737.9,0
66.9,23.3,56.8,5.7,3.6,306,48.8,665.6,0
67.5,23.4,58.9,4.7,2.2,313,58.7,516.7,0
66.9,23.6,60.1,4.2,2.8,215,46.3,341.9,0
66.6,23.9,60.1,4.8,4.5,200,20,202.5,0
61.5,36.1,58.8,4.6,4.5,167,9.5,38.9,0
51.5,54.9,57,4.9,4.9,183,5.4,0,0
47.2,63.1,55.1,5.4,5.3,180,4.7,0,0
45.4,65.7,53.4,5.6,5.5,188,8,0,0
44.2,68,51.9,5.6,5.6,193,6.5,0,0
42.9,71.1,50.6,4.9,4.8,176,14,0,0
40.7,71.6,49.5,5.9,5.8,153,11.2,0,0
38.9,71.9,48.4,5.9,5.9,168,4.8,0,0
37.2,75.6,47.3,5.6,5.6,170,5.4,0,0
37.6,73.1,46.2,4.4,3.4,127,38.5,0,0
35.6,78.6,45.4,5.6,5.6,155,7.4,0,0
35.2,80.7,44.5,5.2,5.1,151,12.7,0,0
36.3,81.4,43.8,5,4.9,146,12.2,34.6,0
44.7,71.7,43.3,8.8,8.7,158,8.8,196.7,0
56,50.3,43.7,15.1,14.9,178,8.9,371.9,0
63.4,37.7,45.6,19.1,18.9,186,9.3,527.3,0
67.3,34,48.5,20.1,19.8,186,10.3,645,0
69.3,31.9,51.7,20.4,20.1,177,10.5,704.3,0
71.2,29.8,54.8,22.1,21.8,179,10.2,724.1,0
71.5,28,57.4,21.8,21.4,176,10.9,563.2,0
72.3,26.8,59,22.4,22.1,178,10.3,516.1,0
72.5,26.5,60,23.3,22.9,174,10.3,490.9,0
70.7,28.7,60.7,20.6,20.4,171,8,269.2,0
69.4,29.9,60.5,20,19.8,170,7.6,136.1,0
67,37.9,59.6,18.3,18.1,173,8,29.1,0
61.9,50,58.5,14.4,14.2,174,8.2,0,0
57.7,59,57.3,12.1,12,166,6.2,0,0
55.3,67.4,56,12.7,12.6,163,6,0,0
54.5,74.8,54.9,13.5,13.5,169,6.5,0,0
53.5,78.6,54,12.5,12.5,163,5.9,0,0
53.7,73,53.2,14.6,14.5,168,6.9,0,0
51.6,73.1,52.6,12.3,12.2,163,6.4,0,0
48.9,78.6,51.8,9.5,9.5,161,7.2,0,0
45.3,86.6,51,7.3,7.2,155,6.8,0,0
46,87.2,50.2,9.7,9.7,157,6.8,0,0
45.9,88.8,49.5,8.5,8.5,156,6.2,0,0
47,90,49,7.9,7.8,150,8,9.8,0
50.6,85.3,48.7,9.9,9.8,150,8.7,115.1,0
58.4,69.2,49,14.3,14.1,153,9.6,409.4,0
64,57.5,50.8,16.4,16,166,11.9,518.8,0
68.6,49.7,53.3,18.4,18.1,176,10.1,637.3,0
71.5,47.9,56.2,19.6,19.2,175,10.4,724.1,0
73.5,45.2,59.1,18,17.6,181,12.2,631.2,0
74.4,45.9,61.4,13.6,13.3,170,13.4,400.2,0
77.3,44.1,62.7,13.9,13.4,197,15.4,511.8,0
77.5,43.5,64.1,18.2,17.7,195,13.5,504.4,0
74.2,48.3,65,17.8,17.5,197,11.1,266.3,0
72.8,51.2,64.9,12.2,12,205,9.2,133.4,0
63.6,58.1,64,10.5,7.5,348,43.4,6.4,0.1
58.1,65.9,62.4,6.9,6.4,3,21.1,1,0
54.4,69.8,60.4,10.4,10.3,349,8.5,0,0
52.4,55.9,58.4,8.1,7.7,357,16.3,0,0
50.8,53.8,56.4,7.3,6.8,359,20.7,0,0
46.8,63.4,54.8,4.5,4.2,357,21.7,0,0
40.4,76.8,53.3,3.3,3.2,347,12.4,0,0
36.2,84.6,51.8,5.6,5.6,330,4.4,0,0
36.2,83.9,50.4,6.6,6.5,321,6.3,0,0
35.8,83.1,49,6.6,6.6,317,4.9,0,0
36,81.7,47.9,7.2,7.1,313,5.7,0,0
35.6,81.8,46.9,7.7,7.7,313,5.7,0,0
36,82.5,46,7.3,7.3,315,5.4,35.8,0
42.4,73,45.4,8.2,8.1,330,10.6,190.1,0
49.9,54.8,45.6,6.6,6.3,357,17.1,365.8,0
55.6,39.1,47.3,5.3,4.7,37,27.6,530.2,0
59.3,28.9,50.1,4.1,3,43,42.4,590.4,0
61.5,22.6,52.8,6.1,4.6,12,40.1,613.2,0
63.6,20.9,55.2,7.7,6.8,342,27.9,648.4,0
64.6,19.8,57.5,7.6,6.3,343,33.5,648.4,0
66.4,18.5,59.5,6.9,5.8,346,32.5,609.7,0
67,18.8,61,5.2,3.9,357,40.7,499.7,0
67.1,18.4,62,5,4,16,35,375,0
66.2,19.7,62,3.7,2.9,350,37.7,174.4,0
62,24.7,60.9,2.6,2.3,65,25.2,26.2,0
54.7,35,59.3,1.9,1.8,138,19.9,0,0
49.8,45.5,57.5,4.3,4.2,157,14.8,0,0
44.2,61.6,55.8,6.2,6.2,174,8.7,0,0
42.5,68.1,54.3,6.3,6.2,193,11.2,0,0
41.3,73.2,52.9,5.5,5.5,194,10.4,0,0
39.7,79.8,51.8,5,5,187,6,0,0
39,81.3,50.8,4.8,4.8,192,4.9,0,0
37.7,81.7,49.9,5.1,5,191,10,0,0
36.4,81,49,3.5,3.3,232,21.6,0,0
34.9,85,48.1,4.4,4.3,191,12.6,0,0
34.5,84.8,47.3,4.9,4.7,194,18.3,0,0
36.5,83.6,46.6,3.3,3.2,203,13,63,0
47.8,63,46.3,7.3,7.3,210,8.7,212.2,0
57.7,41.7,46.9,11.1,10.9,197,11.4,480.1,0
63.4,29.1,49.1,14.7,14.4,181,11.1,562,0
65.5,25.4,51.8,16.6,16.3,173,9.5,654.5,0
66.9,21.3,54.4,17.7,17.3,170,12.5,726.7,0
66.1,22.2,56.9,17.5,17.2,167,11,514.5,0
68.4,21.1,58.5,18,17.5,168,14.7,769.7,0
68.1,19.9,60.3,18,17.6,165,11.9,587.8,0
68.1,19.3,61.6,17.4,17,163,11.6,528.1,0
67.4,19.5,62.2,16.8,16.5,149,11.9,411.7,0
63.8,22.4,62.2,14.5,14.3,156,8.8,131,0
59.9,28.2,61,9.9,9.8,141,10.2,30,0
52.8,39.1,59.5,6.1,6,137,9.6,0,0
49.1,46.8,57.8,5.2,5.1,126,14.3,0,0
46,54.6,56.3,4.5,4.3,118,16.4,0,0
48.1,53,54.8,7,6.7,130,15.6,0,0
46,58.5,53.6,8.4,8.2,138,10.9,0,0
40.2,69.8,52.5,4.7,4.7,142,7.7,0,0
39.3,72,51.4,4.7,4.6,136,11.8,0,0
37.2,76.7,50.4,3.4,3.3,125,16.9,0,0
37.2,78,49.5,3.1,3,125,14.6,0,0
36.1,82.5,48.7,3.3,3.2,121,18.1,0,0
39.2,78.9,47.9,4.6,4.4,118,17.7,0,0
42.6,75.9,47.3,7.2,7,130,14.9,8.2,0
49,67.9,47.1,10.6,10.2,133,14.7,177.4,0
54.3,61.8,47.7,15.9,15.5,138,12,398.2,0
57.5,58.8,49.4,16,15.7,141,12.1,451.7,0
59.6,54.4,51.6,14.8,14.4,138,14.3,563.4,0
62.2,48.2,54,14.5,14,142,14.1,582,0
62.7,49.2,56.4,15.6,15.2,143,12.6,447.5,0
64,48.6,58,15.6,15.1,145,14.3,451.2,0
64.6,49.1,59.1,15.6,15.2,143,12.3,366.3,0
64.4,51.9,59.8,15.3,15,141,11.3,236.8,0
63.4,55.7,60,14.7,14.4,147,11.1,90.8,0
63.1,57.2,59.6,13.6,13.4,146,10.3,54.6,0
62.1,59.5,59.1,12.2,11.9,133,12.9,10.8,0
60.4,64.8,58.4,10.5,10,126,17.2,0,0
57.3,74.8,57.7,11.3,10.8,127,17,0,0
55.2,81.6,56.9,14.1,13.8,134,12.6,0,0
54.4,84.8,56.2,13.2,12.9,135,11.4,0,0
52.9,89.3,55.5,6.1,5.8,116,18.3,0,0
52.5,91.7,55,6.5,6.4,110,13,0,0
52.2,93.7,54.6,5,4.8,93,15.7,0,0
51.9,94.5,54.2,6.2,6,107,12.4,0,0
51.8,96,53.8,8.5,8.2,138,14.3,0,0
52.1,95.8,53.5,10.4,10.3,144,10.4,0,0
51.8,97.8,53.2,12.2,12,144,10.1,0,0
52.3,99.1,53,10.3,10,144,12.3,5.8,0
52.9,98.8,52.9,7.8,7.6,133,15,16.2,0
54.8,94.3,53,7.6,7.4,134,13.2,58.3,0
57.1,88.7,53.2,6.8,6.4,110,18.4,167.2,0
59.5,82.5,53.9,8.6,8,135,20.2,151.3,0
59.8,82.2,54.8,7.3,6.8,143,21.8,59,0
61.4,79.7,55.2,7.4,6.6,117,26.9,303.4,0
65.4,70.6,56.5,8,7.3,90,23.4,663.1,0
69.6,58.6,59.1,9.5,8.8,98,22.6,544.2,0
70.8,52.9,61.5,8.8,8.2,108,19.9,404.3,0
70.7,52,62.7,7.6,7,100,23,152.7,0
67.6,63.2,62.8,6,5.3,72,28.1,28,0
65.6,68.1,62.2,5.7,4.6,61,34.7,0.6,0
59.5,85,61.3,11.4,11,54,14.9,0,0.18
56.7,96,60.1,7.3,4.7,349,48.4,0,0.16
55.6,98.5,58.9,5.6,5.2,359,20.8,0,0
54.8,98.5,58,3.9,3.6,83,24.1,0,0
55.5,94.2,57.2,7.6,7.2,87,18.8,0,0.01
55.8,92.9,56.5,7.7,7.4,88,18.3,0,0
55.1,93.7,56,5.1,4.7,80,22.1,0,0
54.2,96.3,55.5,4.5,4.3,53,15.6,0,0
53.7,97.9,55.1,2.5,2.4,26,19.7,0,0
53.6,98.3,54.7,4.7,4.5,42,16,0,0
54.1,97.9,54.4,5.1,4.2,12,33.8,0,0.01
53.8,99,54.1,4.6,3.6,319,38,0,0.27
53.9,100,54,4.1,3.5,19,30.5,25.3,0.02
55.4,97.2,54,8.4,8.1,49,14.5,79.7,0
57.4,91.3,54.4,12.6,12.4,55,10.9,214.2,0
59.4,90.3,55.1,7.3,6.6,69,24.1,220.2,0
61.8,88.8,56,9,8.6,95,16.8,303.2,0
64.5,83.8,57.3,10.7,10.2,93,16.5,500.3,0
68.1,71.7,58.9,10.1,9.5,106,19.8,543.7,0
68.1,67.9,60.8,10.4,9.9,105,16.6,352.3,0
68.6,65.3,61.7,11.2,10.8,110,15.6,404.7,0
66.6,70.3,62.2,9.8,9.5,103,13.6,151.5,0
67.4,68.9,61.9,11.1,10.7,103,15.5,237.9,0
63.5,74.1,61.5,8.3,8,95,15.8,33.2,0
59.7,81.7,60.5,5.4,5.1,84,19.3,0,0
57.6,87.4,59.4,5.2,4.9,83,20.4,0,0
56,91,58.3,4.9,4.5,66,24.2,0,0
55.1,91.7,57.4,4.9,4.7,52,17.5,0,0
53.4,94.7,56.6,4.1,3.8,57,21.1,0,0
53.4,95.3,55.9,3.7,3.4,78,22.7,0,0
54.6,96.1,55.4,4.3,4,90,19.5,0,0
55.8,96.2,55.1,4.9,4.7,110,13.7,0,0
55.3,97.6,54.9,4,3.9,102,13.6,0,0.01
54.8,99.3,54.7,5.2,3.9,187,39.3,0,0.03
55.5,100,54.5,6.4,5.7,227,26.4,0,0.15
55.2,100,54.5,6.8,5.9,152,29.2,0,0.06
56,100,54.4,6.6,6.3,144,15.2,27.3,0
56.8,99.9,54.6,5.2,4.7,310,25.6,86.6,0
57.6,95.2,55,3.8,2.7,350,43.3,174.2,0
59.6,87.7,55.8,2.6,1.8,159,44.1,345.4,0
61.9,81.3,57.3,4.9,4.4,191,27,387.6,0
64.2,77.1,58.9,6.2,5.7,148,21.2,501.7,0
66.7,72.8,60.7,6.5,6.1,143,20.8,566.5,0
67.8,68.7,62.4,6.2,5.6,130,25.1,422.3,0
69.4,62.8,63.7,6.3,5.8,127,22.8,552.7,0
67.8,67.5,64.7,7.8,7.5,109,16.7,185.4,0
65.2,76.4,64.5,7.1,6.8,114,16.8,48.4,0
62.6,79.9,63.4,9.8,6.9,144,44.1,3.6,0.01
53.5,90.5,62.1,15.2,12.1,234,36.6,0,0.25
52.6,93.3,60.5,8.2,7.9,277,14.9,0,0.01
52.4,95.6,59.2,3.5,2,226,53.2,0,0
52.3,94.7,58.2,4.2,3.2,159,40.2,0,0.01
52,92.9,57.5,9.7,9.2,205,18.1,0,0
51.9,92.2,56.7,5.7,3.7,301,47.7,0,0
51.8,95.3,56,7.7,7.5,325,12.2,0,0
52,91.8,55.5,7,6.9,328,9.9,0,0
51.4,94.4,55.1,2.9,2.6,339,24.1,0,0
51.2,95.4,54.7,4.7,4.6,336,10.8,0,0
50.9,96.2,54.4,7.9,7.8,333,9.9,0,0
50.6,97.1,54.1,13.5,13.2,346,11.9,0.9,0.01
49.3,95.9,53.8,17.9,17.6,351,11,11.8,0
48.6,95.6,53.4,16.2,16,353,10.6,23.1,0
48.4,91.3,53.1,22.3,22,349,8.6,74,0
47.5,76.7,52.9,26.9,26.6,352,8.5,188,0
49.9,65.1,52.7,26.1,25.8,345,8.3,346.2,0
51.2,54.6,52.9,29.3,29.1,341,7.8,400.6,0
50.7,55.5,53.4,27.1,26.8,337,8.9,328.4,0
52.1,51.8,53.5,25.2,24.9,337,8.5,356.6,0
52.6,50.7,53.7,24.3,24,336,8.2,267.3,0
52.7,51.5,53.7,21.2,20.9,343,8.6,257.6,0
52.4,49.7,53.4,23.5,23.3,342,7.6,159.9,0
49.8,54.3,52.8,19.1,19,339,7.3,43.1,0
48,57.7,51.9,16.7,16.6,333,6.6,0,0
45.3,61.8,50.9,14.4,14.3,335,7,0,0
42.1,71.1,49.8,9.8,9.6,327,11.1,0,0
40.1,77.7,48.7,8.9,8.8,313,8.1,0,0
40.2,76.5,47.8,11.9,11.9,319,6.8,0,0
39.7,77.1,46.9,12.5,12.4,317,6.2,0,0
38.7,78.6,46.2,12.6,12.5,318,6.5,0,0
37,82.7,45.4,10.1,10,308,7.1,0,0
36.2,84,44.7,10.2,10.1,298,8.4,0,0
36.1,81.4,44.1,12.5,12.4,298,8.6,0,0
35.5,79.7,43.5,11.6,11.5,297,8.7,0,0
36.6,77.7,42.9,12.9,12.7,295,9.1,66.5,0
40.4,71.6,42.5,15.8,15.6,303,10.1,243,0
44.6,59.6,42.9,19.1,18.8,314,8.5,411.4,0
47.4,55.2,44.5,21.2,20.9,316,9.5,559.7,0
50.1,48.5,46.7,21.3,20.9,313,11.8,623.5,0
52.3,42,49,21.6,21.3,317,9.9,661.3,0
53.3,37.1,50.9,22.5,22.1,309,10.5,609.7,0
54.4,33.9,52.3,21.2,20.8,315,10.3,560.5,0
56.1,31.6,53.3,20.6,20,313,13.5,569.7,0
56.3,30.8,54.1,20.5,20.1,314,11.7,464.9,0
56,31.1,54.4,19.5,19.1,313,11.9,321.6,0
55.4,33,54.1,15.6,15.4,317,9,211,0
52.6,39.2,53.2,11.6,11.5,315,7.9,57.8,0
45.8,58,52.1,5.5,5.4,307,8.1,0,0
41.7,66.2,50.8,4.1,3.9,279,17.9,0,0
38.2,72.8,49.6,3.6,3.5,257,15.4,0,0
35.5,80.7,48.4,4.2,4.2,247,9.7,0,0
37.5,81.3,47.5,3.6,3.5,253,14.8,0,0
39.3,80.8,47,4.8,4.8,244,10.2,0,0
38.4,81.1,46.6,4.7,4.5,258,17.3,0,0
38.5,72.5,46.1,5.3,5.1,273,17.1,0,0
36.6,79.5,45.5,4.6,4.4,252,16.4,0,0
32.5,87.9,45,5.2,5.2,246,9.3,0,0
31.3,89.6,44.3,3.6,3.5,258,16.3,0,0
34,82.4,43.6,4.1,4,275,13.1,43.1,0
42.9,64.7,43.2,7.1,6.7,280,17.1,207.9,0
49.9,51.8,43.6,8.9,8.7,292,11.8,382.4,0
54.8,40.1,45.3,9.9,9.6,288,14.1,535.9,0
58.2,34.8,47.9,11.3,10.8,287,15.8,658.8,0
61.5,31.3,50.8,11.8,11.2,287,18.1,731.9,0
64.1,26.3,53.8,11.9,11.3,285,17.5,758.5,0
66.7,24,56.8,15.5,15,292,14.2,707.8,0
67.4,24.3,59.1,14.5,13.9,279,17.4,469.8,0
68.3,23.4,60.2,16.5,15.9,291,16,371.5,0
66.5,26.5,60.5,14.7,12.2,319,33.3,213.2,0
58.2,33.9,60.2,13.4,12.9,30,15.3,204.2,0
52.5,42.2,58.9,11.1,10.9,30,12.9,68.2,0
48.1,53.6,57.2,6.8,6.5,30,14.9,0,0
44.5,63.7,55.5,3.8,3.3,20,27.1,0,0
41.9,67.5,53.8,3.3,3,24,25.1,0,0
37.4,76.4,52.3,1.9,0.7,344,63.6,0,0
34,83.4,50.9,3.2,3.2,317,9.4,0,0
33,81.6,49.5,4.1,3.9,348,19,0,0
32.6,76.9,48.2,1.8,1.3,10,39.8,0,0
29,86.4,47,1.7,1.6,315,21.5,0,0
27.8,88.5,45.9,1.3,1.2,333,14.5,0,0
27.8,86.9,44.9,3,2.9,348,6.3,0,0
28.1,85.2,43.9,2.6,2.3,4,27.2,0,0
30.8,80,43.1,1.6,1.3,15,35,72.5,0
36.2,65.7,42.6,5.8,5.6,50,16,246.2,0
39.9,48.9,42.9,8.2,7.9,56,15.8,412.1,0
43.5,41.8,44.6,6.2,5.6,68,26.6,557.1,0
46.7,38,47.4,4.9,3.5,105,43.7,670.8,0
48.9,35.3,50.8,4.2,2,106,58.1,743,0
50.9,34.9,54.3,5.1,3.2,199,49.6,764.5,0
53.1,31.5,57.6,5.3,3.7,191,44.3,748.2,0
54.7,30.1,60.3,5,3.1,182,50.6,669.1,0
55.9,28.9,62.3,4.5,3.1,173,45,548.5,0
56.6,27.9,63.4,4.9,4.1,185,33.3,392.8,0
55.9,29.4,63.4,7.8,7.5,185,15.6,225.9,0
53.9,37.1,62,5,4.9,200,10.1,67.3,0
47.1,57,60.1,3.7,3.7,199,7.8,0,0
42.9,62.9,58.1,3.9,3.8,175,17.3,0,0
41,64.4,56.2,4.6,4.5,157,10,0,0
38,70.2,54.6,5.9,5.8,167,7.2,0,0
36.7,75,53,5.6,5.5,161,9.4,0,0
35.9,75.9,51.7,5.9,5.9,159,5.3,0,0
34.8,77.8,50.5,6.1,6,159,6.3,0,0
33.8,79.8,49.4,5.5,5.4,159,8.2,0,0
33.6,79,48.3,5.3,5.2,147,8.1,0,0
32.5,81.9,47.4,5.6,5.5,155,8.3,0,0
32.5,81.5,46.6,4.7,4.5,151,17,0,0
34.9,78.3,45.8,3.4,3,64,27.6,72.2,0
43.1,63.6,45.4,6.2,5.6,146,26.2,233.7,0
50.1,46.6,45.7,11.3,11.1,159,10.1,396.5,0
55.6,35,47.5,13.9,13.6,160,10.9,544.4,0
60.1,28.8,50.1,15,14.7,161,13,663.9,0
62.4,27.6,53.2,15.9,15.5,164,13.2,718.1,0
64.3,28.1,56.2,15.6,15.2,153,12.9,766.3,0
66.2,28.2,58.9,18,17.5,157,12.5,709.5,0
66.1,28.9,61.1,18.1,17.7,160,12.5,601.4,0
66.4,30.4,62.5,18.4,18,157,11.2,503.8,0
64.6,33.7,63.2,18.7,18.4,154,10.7,284.2,0
62.4,40.4,62.9,17.5,17.2,154,9.8,176,0
60,45.7,62,13.4,13.2,149,9,43.1,0
57.7,49.9,60.7,10.1,10,145,10.2,0,0
55.9,53.7,59.5,8.7,8.5,139,11.1,0,0
55.1,53.5,58.5,12.3,12.2,155,8,0,0
54.1,57.9,57.5,13.1,13,161,7.8,0,0
53.2,65.8,56.6,11.5,11.4,168,8.6,0,0
51.4,72.7,55.9,10.9,10.8,165,7.9,0,0
50.4,75.7,55,11.6,11.5,159,7.7,0,0
50.5,77.3,54.2,11.8,11.6,170,10.6,0,0
50.9,80,53.7,12.1,11.6,158,16.4,0,0
49.7,85.1,53.2,13.5,13.2,152,11.6,0,0
48.9,93.2,52.7,6.9,6.8,167,10,0,0
51.3,95.4,52.2,10.3,10.2,165,9.3,6.3,0
52.9,95,52.2,9.3,9.2,179,8.8,39.3,0
53.4,97.8,52.5,7.4,7.2,186,10.5,56.3,0
54.7,97.9,52.9,10,9.9,172,8.3,114.2,0
56.3,95.1,53.5,10.4,10.3,170,9.6,119.2,0
58.8,89.3,54.2,9.8,9.6,166,10.7,205.2,0
60.3,86,55.1,10.4,10.3,164,10.4,202.8,0
60.3,86.6,56.2,10.1,9.8,152,13.1,185.3,0
61.1,84.4,57,9.4,9.2,161,11.1,86.6,0
60.4,87,57.3,9.8,9.7,157,9,35.7,0
60.1,89.7,57.3,8,7.7,135,16.2,66,0
59.8,89.9,57.3,8.1,7.7,112,18,59.5,0
58.7,92.2,57.3,7.5,7.2,125,17.6,11.3,0
56.3,94.6,57.1,5.2,5,97,17.1,0,0
55.7,95.3,56.5,7.2,6.9,102,16.3,0,0
56,95.2,56.1,6.3,5.7,86,23.6,0,0
55.2,97.6,55.7,4.2,3.8,57,24.3,0,0.08
54.8,99.9,55.4,4.5,4.4,334,12.7,0,0.22
54.4,100,55.1,6.6,6.5,344,12.2,0,0.07
54.1,100,54.8,7,6.6,342,18.2,0,0.12
53.7,100,54.6,6.7,6.5,336,16,0,0.03
53.7,100,54.4,8.3,7.3,345,27.6,0,0.09
52.9,100,54.2,6.3,5.9,23,21.2,0,0.07
52.7,100,53.9,7.8,7.3,359,20.2,0,0.05
52.3,100,53.7,7.5,7.1,28,19.9,0.8,0.05
51.7,99.9,53.5,6.4,5.7,11,27.9,53.4,0.02
51,98.4,53.5,8.3,7.5,21,23.6,44.8,0
49.9,97.6,53.6,8.4,8.1,28,16.1,39.3,0
49.7,97.3,53.5,6.6,5.9,15,26.7,90,0
49.7,97.1,53.5,9.3,8.8,359,19.9,127.3,0
48.9,98.3,53.7,7.3,6.6,9,24.7,67.6,0
48.7,99.3,53.7,7.5,6.7,10,25.6,102.3,0
48.5,98.4,53.7,7.8,7.5,32,17,84.4,0
48.5,97.2,53.7,7.5,7.2,34,16,91,0
48.9,95.1,53.7,6.9,6.6,33,18.2,82,0
48.8,96,53.7,6.2,5.9,29,17.1,21.3,0
49,94.7,53.5,10,9.7,51,14.5,0.9,0
48.3,94.2,53,11.5,11.2,55,11.2,0,0
48,95.1,52.5,9.9,9.7,56,11.1,0,0
47.5,97.4,52,10.5,10.3,55,11.6,0,0
47.2,96.5,51.6,9.4,9.1,58,14.3,0,0
46.6,95.2,51.3,8.9,8.1,73,23.9,0,0
46.4,93.9,50.9,8.1,7.4,67,23.8,0,0
46.2,94.8,50.6,7.5,7.2,57,15.2,0,0
46.3,92,50.3,8.2,7.8,57,16.9,0,0
46,91.1,50,9.5,9.2,56,14.6,0,0
45.4,90,49.7,9.1,8.5,66,21.1,0,0
44.9,92.5,49.4,10.2,9.9,56,15,0,0
44.5,91.2,49.1,9.1,8.6,61,19.1,7.4,0
44.5,88.1,48.9,8.5,8,84,20.9,58.7,0
45.8,85.6,49,7.6,6.9,72,23.8,176.6,0
48.1,80.4,49.6,10.1,9.4,68,22.4,393.4,0
50.6,75.4,50.9,12.1,11.2,79,22.6,486,0
53,71.4,52.6,12.5,11.6,87,21.5,583.1,0
54.2,69.3,54.2,11.7,10.8,86,21.5,510.9,0
55.3,66.6,55.5,11.2,10.6,91,18.9,446.3,0
56.6,64.9,56.6,10.2,9.7,96,18.5,422.9,0
56.2,64.2,57.3,9.8,9.3,91,18.5,188.1,0
57.2,60.7,57.2,9.7,8.8,80,24.2,285.5,0
57.3,58.9,57,9.4,8.6,73,23,199.8,0
55.3,63.1,56.4,6.6,6,71,24.3,59.3,0
51.2,72.9,55.3,5.6,5.4,52,13.7,0.1,0
48.7,76.6,54.1,5,4.7,55,18.1,0,0
44.8,83.6,52.9,5.1,5,42,11.8,0,0
45,77.7,51.7,7.1,6.9,52,11.3,0,0
44,78,50.7,6.8,6.6,49,10.9,0,0
42.9,78.1,49.8,3.8,3.7,47,12.2,0,0
40,84.7,49,3.5,3.3,353,20.2,0,0
37.6,90,48.1,3.6,3.5,343,10.7,0,0
37.4,88.5,47.2,3.4,3.3,345,11.4,0,0
36.3,90.5,46.4,3.4,3.3,348,8.2,0,0
35.5,92.3,45.7,3.7,3.7,350,9,0.3,0
37.3,92.6,45.1,3.6,3.4,351,15.9,51.4,0
43.6,84.3,44.9,4.1,4,29,16.1,169.3,0
49.4,67.9,45.6,7.3,7.1,52,13.7,294.7,0
53.5,51,47.2,6.8,6.5,57,15.8,460.3,0
56.4,43.2,49.4,8.4,8,54,17.3,657.9,0
58.6,39.1,52.2,9.9,9.3,50,20.7,769.7,0
59.6,37,54.8,9.7,9.1,50,19.9,620.1,0
61.6,34.2,56.6,9.1,8.5,43,20.9,646.7,0
63.1,30.9,58.1,9.2,8.6,41,19.9,623.5,0
63.9,30.4,59.2,8.9,8.2,38,22,498.6,0
63.8,30.4,59.6,8.6,8.1,39,20.1,305.1,0
62.5,31.4,59.2,7.6,7.2,40,17.9,140.4,0
59.5,36.7,58.2,5,4.9,52,11.8,33.2,0
57.1,40.3,57,5.8,5.7,55,9.9,0,0
54.1,44.2,55.6,3.2,3.1,49,18,0,0
48.5,61.9,54.3,2.8,2.8,346,12.1,0,0
45,71.5,53,2.8,2.7,334,14.9,0,0
40.9,83.8,51.8,2.4,2.3,319,17.1,0,0
40.2,85.7,50.6,5.4,5.3,331,7,0,0
39,88.2,49.6,4.5,4.5,330,7.2,0,0
38.5,87,48.7,4.8,4.7,333,8.6,0,0
39.4,83.8,47.9,8.3,8.2,330,7.6,0,0
39.8,90.2,47.1,7.9,7.8,342,5.9,0,0
39.8,94.6,46.5,8.2,8.1,342,5.9,0.1,0
42,95.5,46,7.3,7.3,336,7.5,79.9,0
47.2,89.2,45.9,12.9,12.8,346,8.1,260.4,0
51.1,81,46.6,13.7,13.5,349,9.2,430.5,0
55.3,71.2,48.5,11.1,10.8,352,13.9,591.5,0
59.1,62.5,51.1,11.8,11.6,340,12,695.7,0
